2024-09-20 11:52:54,065 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-09-20 11:52:54,128 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-09-20 11:52:54,128 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-09-20 11:52:54,128 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-09-20 11:52:54,128 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-09-20 11:52:54,128 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-09-20 11:52:54,143 INFO  SwAddin.cs: 201 - Setting up command manager
2024-09-20 11:52:54,143 INFO  SwAddin.cs: 204 - Adding command manager
2024-09-20 11:52:54,143 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-09-20 11:52:54,143 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-09-20 11:52:54,143 INFO  SwAddin.cs: 210 - Adding event handlers
2024-09-20 11:52:54,190 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-09-20 12:17:58,465 INFO  SwAddin.cs: 294 - Assembly export called for file tongquan
2024-09-20 12:18:02,493 INFO  SwAddin.cs: 313 - Saving assembly
2024-09-20 12:18:03,088 INFO  SwAddin.cs: 316 - Opening property manager
2024-09-20 12:18:03,145 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tongquan
2024-09-20 12:18:03,164 INFO  ExportHelperExtension.cs: 1136 - Found 122 in tongquan
2024-09-20 12:18:03,166 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in tongquan
2024-09-20 12:18:03,167 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-09-20 12:18:03,169 INFO  ExportHelperExtension.cs: 1160 - 26 components to check
2024-09-20 12:18:03,171 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from (normal) external_is-2
2024-09-20 12:18:03,172 INFO  ExportHelperExtension.cs: 1136 - Found 32 in (normal) external_is-2
2024-09-20 12:18:03,172 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in (normal) external_is-2
2024-09-20 12:18:03,173 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pan head tapping screw_am-2
2024-09-20 12:18:03,174 INFO  ExportHelperExtension.cs: 1136 - Found 62 in pan head tapping screw_am-2
2024-09-20 12:18:03,174 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pan head tapping screw_am-2
2024-09-20 12:18:03,175 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pan head tapping screw_am-1
2024-09-20 12:18:03,175 INFO  ExportHelperExtension.cs: 1136 - Found 62 in pan head tapping screw_am-1
2024-09-20 12:18:03,176 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pan head tapping screw_am-1
2024-09-20 12:18:03,176 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pan head tapping screw_am-4
2024-09-20 12:18:03,264 INFO  ExportHelperExtension.cs: 1136 - Found 62 in pan head tapping screw_am-4
2024-09-20 12:18:03,266 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pan head tapping screw_am-4
2024-09-20 12:18:03,267 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from (normal) external_is-1
2024-09-20 12:18:03,268 INFO  ExportHelperExtension.cs: 1136 - Found 32 in (normal) external_is-1
2024-09-20 12:18:03,269 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in (normal) external_is-1
2024-09-20 12:18:03,270 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pan head tapping screw_am-5
2024-09-20 12:18:03,270 INFO  ExportHelperExtension.cs: 1136 - Found 62 in pan head tapping screw_am-5
